Causas (lista reducida);Sexo;Mes de fallecimiento;Total
090-102 XX.Causas externas de mortalidad;Hombres;septiembre;885
090-102 XX.Causas externas de mortalidad;Hombres;octubre;987
090-102 XX.Causas externas de mortalidad;Hombres;noviembre;902
090-102 XX.Causas externas de mortalidad;Hombres;diciembre;951
090-102 XX.Causas externas de mortalidad;Mujeres;Todos los meses;6.568
090-102 XX.Causas externas de mortalidad;Mujeres;enero;598
090-102 XX.Causas externas de mortalidad;Mujeres;febrero;539
090-102 XX.Causas externas de mortalidad;Mujeres;marzo;542
090-102 XX.Causas externas de mortalidad;Mujeres;abril;467
090-102 XX.Causas externas de mortalidad;Mujeres;mayo;494
090-102 XX.Causas externas de mortalidad;Mujeres;junio;513
090-102 XX.Causas externas de mortalidad;Mujeres;julio;609
090-102 XX.Causas externas de mortalidad;Mujeres;agosto;638
090-102 XX.Causas externas de mortalidad;Mujeres;septiembre;514
090-102 XX.Causas externas de mortalidad;Mujeres;octubre;552
090-102 XX.Causas externas de mortalidad;Mujeres;noviembre;531
090-102 XX.Causas externas de mortalidad;Mujeres;diciembre;571
090 Accidentes de tráfico;Ambos sexos;Todos los meses;1.827
090 Accidentes de tráfico;Ambos sexos;enero;137
090 Accidentes de tráfico;Ambos sexos;febrero;119
090 Accidentes de tráfico;Ambos sexos;marzo;129
090 Accidentes de tráfico;Ambos sexos;abril;158
090 Accidentes de tráfico;Ambos sexos;mayo;134
090 Accidentes de tráfico;Ambos sexos;junio;153
090 Accidentes de tráfico;Ambos sexos;julio;174
090 Accidentes de tráfico;Ambos sexos;agosto;183
090 Accidentes de tráfico;Ambos sexos;septiembre;157
090 Accidentes de tráfico;Ambos sexos;octubre;163
090 Accidentes de tráfico;Ambos sexos;noviembre;161
090 Accidentes de tráfico;Ambos sexos;diciembre;159
090 Accidentes de tráfico;Hombres;Todos los meses;1.424
090 Accidentes de tráfico;Hombres;enero;115
090 Accidentes de tráfico;Hombres;febrero;91
090 Accidentes de tráfico;Hombres;marzo;106
090 Accidentes de tráfico;Hombres;abril;132
090 Accidentes de tráfico;Hombres;mayo;105
090 Accidentes de tráfico;Hombres;junio;121
090 Accidentes de tráfico;Hombres;julio;131
090 Accidentes de tráfico;Hombres;agosto;132
090 Accidentes de tráfico;Hombres;septiembre;114
090 Accidentes de tráfico;Hombres;octubre;125
090 Accidentes de tráfico;Hombres;noviembre;126
090 Accidentes de tráfico;Hombres;diciembre;126
090 Accidentes de tráfico;Mujeres;Todos los meses;403
090 Accidentes de tráfico;Mujeres;enero;22
090 Accidentes de tráfico;Mujeres;febrero;28
090 Accidentes de tráfico;Mujeres;marzo;23
090 Accidentes de tráfico;Mujeres;abril;26
090 Accidentes de tráfico;Mujeres;mayo;29
090 Accidentes de tráfico;Mujeres;junio;32
090 Accidentes de tráfico;Mujeres;julio;43
090 Accidentes de tráfico;Mujeres;agosto;51
090 Accidentes de tráfico;Mujeres;septiembre;43
090 Accidentes de tráfico;Mujeres;octubre;38
090 Accidentes de tráfico;Mujeres;noviembre;35
090 Accidentes de tráfico;Mujeres;diciembre;33
091 Otros accidentes de transporte;Ambos sexos;Todos los meses;229
091 Otros accidentes de transporte;Ambos sexos;enero;15
091 Otros accidentes de transporte;Ambos sexos;febrero;11
091 Otros accidentes de transporte;Ambos sexos;marzo;21
091 Otros accidentes de transporte;Ambos sexos;abril;18
091 Otros accidentes de transporte;Ambos sexos;mayo;18
091 Otros accidentes de transporte;Ambos sexos;junio;19
091 Otros accidentes de transporte;Ambos sexos;julio;19
091 Otros accidentes de transporte;Ambos sexos;agosto;25
091 Otros accidentes de transporte;Ambos sexos;septiembre;21
091 Otros accidentes de transporte;Ambos sexos;octubre;21
091 Otros accidentes de transporte;Ambos sexos;noviembre;21
091 Otros accidentes de transporte;Ambos sexos;diciembre;20
091 Otros accidentes de transporte;Hombres;Todos los meses;194
091 Otros accidentes de transporte;Hombres;enero;12
091 Otros accidentes de transporte;Hombres;febrero;11
091 Otros accidentes de transporte;Hombres;marzo;19
091 Otros accidentes de transporte;Hombres;abril;14
091 Otros accidentes de transporte;Hombres;mayo;10
091 Otros accidentes de transporte;Hombres;junio;16
091 Otros accidentes de transporte;Hombres;julio;16
091 Otros accidentes de transporte;Hombres;agosto;23
091 Otros accidentes de transporte;Hombres;septiembre;15
091 Otros accidentes de transporte;Hombres;octubre;20
091 Otros accidentes de transporte;Hombres;noviembre;19
091 Otros accidentes de transporte;Hombres;diciembre;19
091 Otros accidentes de transporte;Mujeres;Todos los meses;35
091 Otros accidentes de transporte;Mujeres;enero;3
091 Otros accidentes de transporte;Mujeres;febrero;0
091 Otros accidentes de transporte;Mujeres;marzo;2
091 Otros accidentes de transporte;Mujeres;abril;4
091 Otros accidentes de transporte;Mujeres;mayo;8
091 Otros accidentes de transporte;Mujeres;junio;3
091 Otros accidentes de transporte;Mujeres;julio;3
091 Otros accidentes de transporte;Mujeres;agosto;2
091 Otros accidentes de transporte;Mujeres;septiembre;6
091 Otros accidentes de transporte;Mujeres;octubre;1
091 Otros accidentes de transporte;Mujeres;noviembre;2
091 Otros accidentes de transporte;Mujeres;diciembre;1
092 Caídas accidentales;Ambos sexos;Todos los meses;4.158
092 Caídas accidentales;Ambos sexos;enero;339
092 Caídas accidentales;Ambos sexos;febrero;324
092 Caídas accidentales;Ambos sexos;marzo;375
092 Caídas accidentales;Ambos sexos;abril;307
092 Caídas accidentales;Ambos sexos;mayo;271
092 Caídas accidentales;Ambos sexos;junio;301
092 Caídas accidentales;Ambos sexos;julio;348
092 Caídas accidentales;Ambos sexos;agosto;357
092 Caídas accidentales;Ambos sexos;septiembre;328
092 Caídas accidentales;Ambos sexos;octubre;406
092 Caídas accidentales;Ambos sexos;noviembre;394
092 Caídas accidentales;Ambos sexos;diciembre;408
092 Caídas accidentales;Hombres;Todos los meses;2.241
092 Caídas accidentales;Hombres;enero;176
092 Caídas accidentales;Hombres;febrero;168
092 Caídas accidentales;Hombres;marzo;207
092 Caídas accidentales;Hombres;abril;179
092 Caídas accidentales;Hombres;mayo;167
092 Caídas accidentales;Hombres;junio;157
092 Caídas accidentales;Hombres;julio;178
092 Caídas accidentales;Hombres;agosto;187
092 Caídas accidentales;Hombres;septiembre;178
092 Caídas accidentales;Hombres;octubre;214
092 Caídas accidentales;Hombres;noviembre;213
092 Caídas accidentales;Hombres;diciembre;217
092 Caídas accidentales;Mujeres;Todos los meses;1.917
092 Caídas accidentales;Mujeres;enero;163
092 Caídas accidentales;Mujeres;febrero;156
092 Caídas accidentales;Mujeres;marzo;168
092 Caídas accidentales;Mujeres;abril;128
092 Caídas accidentales;Mujeres;mayo;104
092 Caídas accidentales;Mujeres;junio;144
092 Caídas accidentales;Mujeres;julio;170
092 Caídas accidentales;Mujeres;agosto;170
092 Caídas accidentales;Mujeres;septiembre;150
092 Caídas accidentales;Mujeres;octubre;192
092 Caídas accidentales;Mujeres;noviembre;181
092 Caídas accidentales;Mujeres;diciembre;191
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;Todos los meses;3.692
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;enero;344
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;febrero;314
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;marzo;311
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;abril;266
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;mayo;303
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;junio;294
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;julio;361
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;agosto;355
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;septiembre;277
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;octubre;290
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;noviembre;249
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;diciembre;328
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Todos los meses;1.982
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;enero;168
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;febrero;162
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;marzo;161
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;abril;139
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;mayo;160
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;junio;165
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;julio;206
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;agosto;186
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;septiembre;161
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;octubre;163
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;noviembre;139
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;diciembre;172
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Todos los meses;1.710
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;enero;176
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;febrero;152
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;marzo;150
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;abril;127
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;mayo;143
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;junio;129
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;julio;155
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;agosto;169
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;septiembre;116
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;octubre;127
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;noviembre;110
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;diciembre;156
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Todos los meses;256
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;enero;32
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;febrero;30
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;marzo;24
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;abril;17
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;mayo;26
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;junio;13
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;julio;13
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;agosto;17
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;septiembre;15
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;octubre;29
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;noviembre;16
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;diciembre;24
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Todos los meses;148
094 Accidentes por fuego, humo y sustancias calientes;Hombres;enero;18
094 Accidentes por fuego, humo y sustancias calientes;Hombres;febrero;17
094 Accidentes por fuego, humo y sustancias calientes;Hombres;marzo;16
094 Accidentes por fuego, humo y sustancias calientes;Hombres;abril;8
094 Accidentes por fuego, humo y sustancias calientes;Hombres;mayo;15
094 Accidentes por fuego, humo y sustancias calientes;Hombres;junio;7
094 Accidentes por fuego, humo y sustancias calientes;Hombres;julio;8
094 Accidentes por fuego, humo y sustancias calientes;Hombres;agosto;5
094 Accidentes por fuego, humo y sustancias calientes;Hombres;septiembre;11
094 Accidentes por fuego, humo y sustancias calientes;Hombres;octubre;17
094 Accidentes por fuego, humo y sustancias calientes;Hombres;noviembre;10
094 Accidentes por fuego, humo y sustancias calientes;Hombres;diciembre;16
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Todos los meses;108
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;enero;14
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;febrero;13
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;marzo;8
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;abril;9
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;mayo;11
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;junio;6
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;julio;5
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;agosto;12
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;septiembre;4
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;octubre;12
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;noviembre;6
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;diciembre;8
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Todos los meses;1.058
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;enero;117
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;febrero;94
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;marzo;96
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;abril;82
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;mayo;78
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;junio;97
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;julio;101
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;agosto;97
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;septiembre;66
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;octubre;67
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;noviembre;82
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;diciembre;81
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Todos los meses;799
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;enero;81
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;febrero;80
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;marzo;71
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;abril;61
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;mayo;60
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;junio;72
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;julio;77
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;agosto;74
